entity_id,region_name,country_name,revenue,overall_score,environmental_score,social_score,governance_score,target_scope_1,target_scope_2,nace_level_1_name,nace_level_2_name,revenue_pct,activity_type,env_score_adjustment
2509,Northern America,United States of America,3305200000,3.021,3.1,3,2.905,4463,16104,"Professional, scientific and technical activities","Activities of advertising, market research and public relations",0.341666667,N/A,N/A
2174,Western Europe,Germany,1010000000,2.536,2.389,2.509,2.833,7107,16160,Manufacturing,Manufacture of electrical equipment,0.955675402,Raw materials,Raw materials
2174,Western Europe,Germany,1010000000,2.536,2.389,2.509,2.833,7107,16160,Manufacturing,Manufacture of electrical equipment,0.955675402,Disposal ,Disposal 
2174,Western Europe,Germany,1010000000,2.536,2.389,2.509,2.833,7107,16160,Manufacturing,"Repair, maintenance and installation of machinery and equipment",0.044324598,Raw materials,Raw materials
2174,Western Europe,Germany,1010000000,2.536,2.389,2.509,2.833,7107,16160,Manufacturing,"Repair, maintenance and installation of machinery and equipment",0.044324598,Disposal ,Disposal 
3990,Western Europe,Spain,4353201000,2.138,2.293,2.078,1.929,4980,16529,Information and communication,"Programming, broadcasting, news agency and other content distribution activities",0.065973103,Operation,Operation
3990,Western Europe,Spain,4353201000,2.138,2.293,2.078,1.929,4980,16529,Information and communication,Telecommunications,0.934026897,Operation,Operation
3377,Northern America,United States of America,2330000000,2.649,3,2.9,1.714,2862,16675,Information and communication,Publishing activities,1,N/A,N/A
1647,Northern America,United States of America,29000000000,3.366,4.545,2.953,1.738,129340,16734,Manufacturing,"Manufacture of motor vehicles, trailers and semi-trailers",1,N/A,N/A
1211,Western Europe,Netherlands,3080000000,2.926,3.557,2.75,2,50000,17000,Manufacturing,Manufacture of food products,1,Operation,Operation
3036,Northern America,United States of America,1610000000,3.692,4.5,3.235,2.786,6409.88,17366.52,Manufacturing,Manufacture of other transport equipment,0.183685446,N/A,N/A
3036,Northern America,United States of America,1610000000,3.692,4.5,3.235,2.786,6409.88,17366.52,"Professional, scientific and technical activities",Architectural and engineering activities; technical testing and analysis,0.183685446,N/A,N/A
3036,Northern America,United States of America,1610000000,3.692,4.5,3.235,2.786,6409.88,17366.52,"Professional, scientific and technical activities","Other professional, scientific and technical activities",0.632629108,N/A,N/A
2633,Northern America,United States of America,6255284000,2.999,3.816,2.963,1.571,128220,17432,Wholesale And Retail Trade,Retail trade,0.843080826,N/A,N/A
2633,Northern America,United States of America,6255284000,2.999,3.816,2.963,1.571,128220,17432,"Professional, scientific and technical activities",Veterinary activities,0.156919174,N/A,N/A
3937,Northern America,United States of America,1657225000,2.905,3,2.9,2.738,3749,17537,Information and communication,Publishing activities,1,N/A,N/A
3003,Northern America,United States of America,6730000000,3.249,3.25,3.355,3.119,1919,18408,Administrative And Support Service Activities,Public administration and defence; compulsory social security,1,N/A,N/A
3350,Western Europe,France,1655100000,2.666,3.888,1.249,2.167,40835,19248,Education,Residential care activities,0.91,N/A,N/A
3350,Western Europe,France,1655100000,2.666,3.888,1.249,2.167,40835,19248,Education,Social work activities without accommodation,0.09,N/A,N/A
10704,Western Europe,France,993053000,1.917,1.662,2.528,1.643,1928,19276,Information and communication,Publishing activities,0.5,N/A,N/A
10704,Western Europe,France,993053000,1.917,1.662,2.528,1.643,1928,19276,Information and communication,Information service activities,0.5,N/A,N/A
1157,Western Europe,Denmark,7780000000,3.185,3.65,2.9,2.69,74384,19399,Wholesale And Retail Trade,"Wholesale trade, except of motor vehicles and motorcycles",1,N/A,N/A
3671,Western Europe,Spain,2396700000,3.732,3.537,4.554,3.095,12770,19805,Manufacturing,Manufacture of machinery and equipment n.e.c.,0.225551007,Operation,Operation
3671,Western Europe,Spain,2396700000,3.732,3.537,4.554,3.095,12770,19805,Information and communication,Publishing activities,0.078319481,Operation,Operation
3671,Western Europe,Spain,2396700000,3.732,3.537,4.554,3.095,12770,19805,Human Health And Social Work Activities,Gambling and betting activities,0.696129512,Operation,Operation
10184,Western Europe,Italy,879900000,3.446,3.9,3.85,2.143,44644.49,19807.5,Manufacturing,Manufacture of food products,1,Other,Other
2693,Northern America,United States of America,1409281000,3.177,3.9,3.55,1.429,70379,19815,Manufacturing,Manufacture of food products,1,Manufacturing,Manufacturing
3689,Northern America,United States of America,2490000000,2.895,3.15,2.9,2.429,3286,20375,Information and communication,Publishing activities,0.262248996,Operation,Operation
3689,Northern America,United States of America,2490000000,2.895,3.15,2.9,2.429,3286,20375,Information and communication,"Computer programming, consultancy and related activities",0.737751004,Operation,Operation
1456,Western Europe,France,1080000000,2.95,3.871,2.954,1.286,3000,21000,Mining And Quarrying,Mining support service activities,0.5,Operation,Operation
1456,Western Europe,France,1080000000,2.95,3.871,2.954,1.286,3000,21000,Manufacturing,Manufacture of electrical equipment,0.201333333,Operation,Operation
1456,Western Europe,France,1080000000,2.95,3.871,2.954,1.286,3000,21000,Information and communication,Information service activities,0.298666667,Operation,Operation
1171,Western Europe,Spain,951029000,3.892,4.823,3.894,2.214,9866,21117,Manufacturing,"Manufacture of motor vehicles, trailers and semi-trailers",0.1061,N/A,N/A
1171,Western Europe,Spain,951029000,3.892,4.823,3.894,2.214,9866,21117,Manufacturing,Manufacture of other transport equipment,0.861266667,N/A,N/A
1171,Western Europe,Spain,951029000,3.892,4.823,3.894,2.214,9866,21117,"Professional, scientific and technical activities",Scientific research and development,0.032633333,N/A,N/A
1710,Western Europe,France,1520000000,3.157,3.548,2.878,2.786,33357,21636,Manufacturing,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.333333333,Other,Other
1710,Western Europe,France,1520000000,3.157,3.548,2.878,2.786,33357,21636,Manufacturing,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.333333333,Operation,Operation
1710,Western Europe,France,1520000000,3.157,3.548,2.878,2.786,33357,21636,Manufacturing,Manufacture of rubber and plastic products,0.333333333,Other,Other
1710,Western Europe,France,1520000000,3.157,3.548,2.878,2.786,33357,21636,Manufacturing,Manufacture of rubber and plastic products,0.333333333,Operation,Operation
1710,Western Europe,France,1520000000,3.157,3.548,2.878,2.786,33357,21636,Construction,Specialised construction activities,0.333333333,Other,Other
1710,Western Europe,France,1520000000,3.157,3.548,2.878,2.786,33357,21636,Construction,Specialised construction activities,0.333333333,Operation,Operation
10213,Northern America,United States of America,7659832000,3.126,3.086,4.124,2,4012.22,21970.65,Administrative And Support Service Activities,Public administration and defence; compulsory social security,1,N/A,N/A
37,Western Europe,Spain,1279737000,3.796,4.05,3.8,3.333,10327,22314,Accommodation And Food Service Activities,Food and beverage service activities,1,Other,Other
1798,Northern America,United States of America,16100000000,2.739,3.216,2.639,2,29072,22926,"Water Supply; Sewerage, Waste Management And Remediation Activities","Waste collection, recovery and disposal activities",0.13,N/A,N/A
1798,Northern America,United States of America,16100000000,2.739,3.216,2.639,2,29072,22926,"Professional, scientific and technical activities",Architectural and engineering activities; technical testing and analysis,0.87,N/A,N/A
1267,Northern America,United States of America,17400700000,3.297,3.621,3.417,2.571,40498,25105,Wholesale And Retail Trade,Retail trade,0.333333333,Farming,Farming
1267,Northern America,United States of America,17400700000,3.297,3.621,3.417,2.571,40498,25105,Accommodation And Food Service Activities,Food and beverage service activities,0.333333333,Farming,Farming
1267,Northern America,United States of America,17400700000,3.297,3.621,3.417,2.571,40498,25105,"Professional, Scientific And Technical Activities",Services to buildings and landscape activities,0.333333333,Farming,Farming
1419,Western Europe,United Kingdom of Great Britain and Northern Ireland,4310000000,3.487,3.233,4.75,2.429,29145,26129,Human Health And Social Work Activities,Gambling and betting activities,1,End-use,End-use
1419,Western Europe,United Kingdom of Great Britain and Northern Ireland,4310000000,3.487,3.233,4.75,2.429,29145,26129,Human Health And Social Work Activities,Gambling and betting activities,1,Operation,Operation
3536,Northern America,United States of America,1737342000,3.024,3.621,2.743,2.286,55237,26914,"Agriculture, Forestry And Fishing","Crop and animal production, hunting and related service activities",1,N/A,N/A
1380,Western Europe,Netherlands,456800000,3.054,3.294,2.956,2.738,1639,27296,Manufacturing,Other manufacturing,1,Raw materials,Raw materials
1380,Western Europe,Netherlands,456800000,3.054,3.294,2.956,2.738,1639,27296,Manufacturing,Other manufacturing,1,Operation,Operation
1380,Western Europe,Netherlands,456800000,3.054,3.294,2.956,2.738,1639,27296,Manufacturing,Other manufacturing,1,Operation,Operation
1328,Northern America,United States of America,6260000000,2.764,3.9,1.738,1.952,19100,28000,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1,Manufacturing,Manufacturing
3858,Northern America,United States of America,1537617000,1.77,1.1,3,1.5,22310,28446,Wholesale And Retail Trade,Retail trade,1,Disposal ,Disposal 
1575,Northern America,United States of America,6967200000,2.845,3.834,2.362,1.643,26095,28933,Manufacturing,Manufacture of chemicals and chemical products,0.773468365,Other,Other
1575,Northern America,United States of America,6967200000,2.845,3.834,2.362,1.643,26095,28933,Manufacturing,Other manufacturing,0.226531635,Other,Other
2865,Northern America,United States of America,264700000,3.483,3.9,3,3.31,252,29030,Manufacturing,Manufacture of rubber and plastic products,1,Raw materials,Raw materials
1747,Northern America,United States of America,2997800000,3.007,4,1.8,2.667,22544,29690,Manufacturing,Manufacture of chemicals and chemical products,1,N/A,N/A
90,Western Europe,Italy,686200000,3.181,3.957,2.585,2.5,46555,29729,Manufacturing,Manufacture of chemicals and chemical products,1,Other,Other
2775,Western Europe,Germany,4058900000,2.866,3.9,2.014,2.029,40923.1,29853.6,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1,Other,Other
4131,Western Europe,Germany,22400000000,2.774,3.65,2.8,1.167,21200,29900,Wholesale And Retail Trade,Retail trade,1,Other,Other
1182,Western Europe,France,1210000000,2.703,3.103,2.47,2.262,14193,30353,Manufacturing,Manufacture of basic metals,0.11,End-use,End-use
1182,Western Europe,France,1210000000,2.703,3.103,2.47,2.262,14193,30353,Manufacturing,Other manufacturing,0.36,End-use,End-use
1182,Western Europe,France,1210000000,2.703,3.103,2.47,2.262,14193,30353,Manufacturing,Manufacture of other transport equipment,0.53,End-use,End-use
29,Western Europe,United Kingdom of Great Britain and Northern Ireland,10912700000,2.164,2.381,1.955,2.024,24850,30357,Information and communication,Telecommunications,0.75,Operation,Operation
29,Western Europe,United Kingdom of Great Britain and Northern Ireland,10912700000,2.164,2.381,1.955,2.024,24850,30357,Information and communication,Information service activities,0.25,Operation,Operation
1318,Western Europe,Spain,2518339000,2.461,2.107,2.127,3.5,200665,30664,"Water Supply; Sewerage, Waste Management And Remediation Activities","Waste collection, recovery and disposal activities",1,Operation,Operation
1615,Western Europe,France,2820000000,2.942,2.899,2.841,3.138,1900,30900,"Professional, Scientific And Technical Activities",Investigation and security activities,0.648792614,Operation,Operation
1615,Western Europe,France,2820000000,2.942,2.899,2.841,3.138,1900,30900,Administrative And Support Service Activities,Public administration and defence; compulsory social security,0.351207386,Operation,Operation
2051,Western Europe,Netherlands,685100000,3.393,3.7,3,3.31,76472,31323,Manufacturing,Manufacture of paper and paper products,0.5,N/A,N/A
2051,Western Europe,Netherlands,685100000,3.393,3.7,3,3.31,76472,31323,Manufacturing,Manufacture of rubber and plastic products,0.5,N/A,N/A
2269,Western Europe,United Kingdom of Great Britain and Northern Ireland,1015194000,3.058,3.65,2,3.262,9110.18,31589.14,Public Administration And Defence; Compulsory Social Security,Education,1,Other,Other
2030,Northern America,Canada,7829700000,3.527,4.595,3.029,2.2,32296,33387,Manufacturing,"Manufacture of motor vehicles, trailers and semi-trailers",0.848627661,Operation,Operation
2030,Northern America,Canada,7829700000,3.527,4.595,3.029,2.2,32296,33387,Manufacturing,Manufacture of other transport equipment,0.151372339,Operation,Operation
2684,Northern America,United States of America,1049288000,3.034,3.722,2.506,2.429,39206,33697,Manufacturing,"Manufacture of computer, electronic and optical products",0.419695982,Manufacturing,Manufacturing
2684,Northern America,United States of America,1049288000,3.034,3.722,2.506,2.429,39206,33697,Manufacturing,"Manufacture of computer, electronic and optical products",0.419695982,Disposal ,Disposal 
2684,Northern America,United States of America,1049288000,3.034,3.722,2.506,2.429,39206,33697,Manufacturing,Other manufacturing,0.21138586,Manufacturing,Manufacturing
2684,Northern America,United States of America,1049288000,3.034,3.722,2.506,2.429,39206,33697,Manufacturing,Other manufacturing,0.21138586,Disposal ,Disposal 
2684,Northern America,United States of America,1049288000,3.034,3.722,2.506,2.429,39206,33697,"Professional, scientific and technical activities",Activities of head offices and management consultancy,0.078766149,Manufacturing,Manufacturing
2684,Northern America,United States of America,1049288000,3.034,3.722,2.506,2.429,39206,33697,"Professional, scientific and technical activities",Activities of head offices and management consultancy,0.078766149,Disposal ,Disposal 
2684,Northern America,United States of America,1049288000,3.034,3.722,2.506,2.429,39206,33697,Education,Human health activities,0.290152009,Manufacturing,Manufacturing
2684,Northern America,United States of America,1049288000,3.034,3.722,2.506,2.429,39206,33697,Education,Human health activities,0.290152009,Disposal ,Disposal 
2066,Northern America,United States of America,6355800000,3.213,3.939,2.977,2.19,33805,33752,Manufacturing,Manufacture of basic metals,0.19053463,Other,Other
2066,Northern America,United States of America,6355800000,3.213,3.939,2.977,2.19,33805,33752,Manufacturing,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.029264609,Other,Other
2066,Northern America,United States of America,6355800000,3.213,3.939,2.977,2.19,33805,33752,Manufacturing,Manufacture of other non-metallic mineral products,0.118844205,Other,Other
2066,Northern America,United States of America,6355800000,3.213,3.939,2.977,2.19,33805,33752,Manufacturing,"Manufacture of fabricated metal products, except machinery and equipment",0.366798829,Other,Other
2066,Northern America,United States of America,6355800000,3.213,3.939,2.977,2.19,33805,33752,Manufacturing,Manufacture of machinery and equipment n.e.c.,0.117184304,Other,Other
2066,Northern America,United States of America,6355800000,3.213,3.939,2.977,2.19,33805,33752,Wholesale And Retail Trade,"Wholesale trade, except of motor vehicles and motorcycles",0.148108814,Other,Other
2066,Northern America,United States of America,6355800000,3.213,3.939,2.977,2.19,33805,33752,"Professional, Scientific And Technical Activities",Rental and leasing activities,0.029264609,Other,Other
3981,Western Europe,Sweden,12900000000,2.755,3.05,3,1.929,1231,33791,Financial And Insurance Activities,Real estate activities,1,Operation,Operation
3981,Western Europe,Sweden,12900000000,2.755,3.05,3,1.929,1231,33791,Financial And Insurance Activities,Real estate activities,1,Operation,Operation
1484,Northern America,United States of America,391110000,3.292,4.056,2.57,2.786,146713,33991,Manufacturing,Manufacture of chemicals and chemical products,1,N/A,N/A
1246,Western Europe,Italy,830700000,3.089,2.863,3.917,2.5,36110,34481,Manufacturing,"Manufacture of fabricated metal products, except machinery and equipment",1,Operation,Operation
1246,Western Europe,Italy,830700000,3.089,2.863,3.917,2.5,36110,34481,Manufacturing,"Manufacture of fabricated metal products, except machinery and equipment",1,Raw materials,Raw materials
1179,Western Europe,Spain,421000000,3.252,3.52,2.88,3.214,21074.42,34687.78,Manufacturing,Manufacture of food products,1,Other,Other
1245,Western Europe,Germany,817000000,3.235,4,2.72,2.476,38092,35629,Manufacturing,Manufacture of other non-metallic mineral products,1,N/A,N/A
3346,Western Europe,United Kingdom of Great Britain and Northern Ireland,794970000,3.235,3.8,3,2.5,49281,35641,Manufacturing,Manufacture of food products,1,Farming,Farming
3346,Western Europe,United Kingdom of Great Britain and Northern Ireland,794970000,3.235,3.8,3,2.5,49281,35641,Manufacturing,Manufacture of food products,1,Manufacturing,Manufacturing
1650,Western Europe,France,1770000000,3.137,4,2.332,2.548,19731,36015,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,0.5,N/A,N/A
1650,Western Europe,France,1770000000,3.137,4,2.332,2.548,19731,36015,"Professional, scientific and technical activities",Veterinary activities,0.5,N/A,N/A
3343,Northern America,United States of America,1085677000,3.117,3.875,2.375,2.643,27000,38000,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1,N/A,N/A
4030,Northern America,United States of America,3360000000,2.605,3.039,2.816,1.571,17927,38893,Information and communication,Publishing activities,1,N/A,N/A
1869,Northern America,United States of America,10043408000,3.404,4.612,3,1.714,51703,39724,Manufacturing,"Manufacture of motor vehicles, trailers and semi-trailers",1,N/A,N/A
2121,Western Europe,Luxembourg,280000000,3.376,3.875,3,2.929,3252,42384,Manufacturing,Manufacture of rubber and plastic products,0.5,Raw materials,Raw materials
2121,Western Europe,Luxembourg,280000000,3.376,3.875,3,2.929,3252,42384,Manufacturing,"Manufacture of fabricated metal products, except machinery and equipment",0.5,Raw materials,Raw materials
10765,Northern America,United States of America,567694000,3.985,3.75,5,3.19,105911,42438,Manufacturing,Manufacture of beverages,1,N/A,N/A
2756,Northern America,United States of America,4283800000,3.051,4.125,2.077,2.286,6151,44551,Information and communication,Telecommunications,1,N/A,N/A
4134,Western Europe,Luxembourg,5570000000,3.118,3.85,3.25,1.643,59481,44652,Wholesale And Retail Trade,Retail trade,1,N/A,N/A
1238,Northern America,Canada,19400000000,3.544,3.418,3.652,3.643,205624,47661,"Professional, Scientific And Technical Activities",Investigation and security activities,0.904671676,N/A,N/A
1238,Northern America,Canada,19400000000,3.544,3.418,3.652,3.643,205624,47661,"Professional, Scientific And Technical Activities",Employment activities,0.047664162,N/A,N/A
1238,Northern America,Canada,19400000000,3.544,3.418,3.652,3.643,205624,47661,"Professional, Scientific And Technical Activities",Services to buildings and landscape activities,0.047664162,N/A,N/A
2785,Northern America,United States of America,5769577000,2.836,3.138,2.9,2.214,4938,49196,Information and communication,"Computer programming, consultancy and related activities",1,Operation,Operation
2785,Northern America,United States of America,5769577000,2.836,3.138,2.9,2.214,4938,49196,Information and communication,"Computer programming, consultancy and related activities",1,Operation,Operation
3005,Northern America,United States of America,1178166000,3.109,4,2.159,2.643,14557,49401,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1,N/A,N/A
3976,Western Europe,Switzerland,2700000000,3.663,4.765,2.286,3.333,114964,49621,Transportation And Storage,"Warehousing, storage and support activities for transportation",1,N/A,N/A
3576,Western Europe,Luxembourg,3740000000,2.909,3.01,2.94,2.69,1620,50164,Information and communication,Publishing activities,0.333333333,N/A,N/A
3576,Western Europe,Luxembourg,3740000000,2.909,3.01,2.94,2.69,1620,50164,Information and communication,"Computer programming, consultancy and related activities",0.333333333,N/A,N/A
3576,Western Europe,Luxembourg,3740000000,2.909,3.01,2.94,2.69,1620,50164,"Professional, scientific and technical activities",Activities of head offices and management consultancy,0.333333333,N/A,N/A
2627,Northern America,United States of America,1430000000,3.163,3.838,3,2.143,112617,51469,Manufacturing,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1,Other,Other
1658,Western Europe,France,10368400000,2.441,2.507,1.935,2.929,24264,51841,Information and communication,Telecommunications,1,N/A,N/A
4049,Northern America,United States of America,6149909000,2.981,3.45,2.975,2.143,115728,51927,Transportation And Storage,"Warehousing, storage and support activities for transportation",0.220137404,Operation,Operation
4049,Northern America,United States of America,6149909000,2.981,3.45,2.975,2.143,115728,51927,Information and communication,Information service activities,0.559725193,Operation,Operation
4049,Northern America,United States of America,6149909000,2.981,3.45,2.975,2.143,115728,51927,Financial And Insurance Activities,Real estate activities,0.220137404,Operation,Operation
2897,Northern America,United States of America,4160300000,3.141,4.036,3.046,1.643,19844,53514,Manufacturing,Other manufacturing,0.329960098,N/A,N/A
2897,Northern America,United States of America,4160300000,3.141,4.036,3.046,1.643,19844,53514,Manufacturing,Manufacture of machinery and equipment n.e.c.,0.670039902,N/A,N/A
3601,Western Europe,Luxembourg,1087500000,3.201,3.5,2.9,3.024,215581,54611,Manufacturing,Manufacture of other non-metallic mineral products,1,N/A,N/A
2925,Northern America,United States of America,1.54E+11,3.07,3.516,2.814,2.571,9998,54646,Financial and insurance activities,"Insurance, reinsurance and pension funding, except compulsory social security",0.960168573,N/A,N/A
2925,Northern America,United States of America,1.54E+11,3.07,3.516,2.814,2.571,9998,54646,Education,Human health activities,0.039831427,N/A,N/A
1312,Western Europe,Luxembourg,1250000000,3.331,3.818,2.935,2.929,8662,55328,Manufacturing,Manufacture of paper and paper products,0.333333333,Operation,Operation
1312,Western Europe,Luxembourg,1250000000,3.331,3.818,2.935,2.929,8662,55328,Manufacturing,Manufacture of rubber and plastic products,0.666666667,Operation,Operation
1055,Western Europe,Luxembourg,1704800000,3.133,3.8,2.8,2.333,63214,56730,Manufacturing,Manufacture of chemicals and chemical products,1,Other,Other
1132,Western Europe,United Kingdom of Great Britain and Northern Ireland,1115200000,3.244,3.913,3,2.333,173229,57301,Manufacturing,Other manufacturing,1,Raw materials,Raw materials
2289,Caribbean,Puerto Rico,1260500000,2.294,2.631,1.973,2.071,7530,57601,Wholesale And Retail Trade,Retail trade,0.212894286,N/A,N/A
2289,Caribbean,Puerto Rico,1260500000,2.294,2.631,1.973,2.071,7530,57601,Information and communication,Telecommunications,0.787105714,N/A,N/A
1835,Northern America,United States of America,4300000000,2.786,1.955,3.993,2.833,59511,58870,Manufacturing,Manufacture of basic metals,0.374060764,N/A,N/A
1835,Northern America,United States of America,4300000000,2.786,1.955,3.993,2.833,59511,58870,Construction,Civil engineering,0.076118915,N/A,N/A
1835,Northern America,United States of America,4300000000,2.786,1.955,3.993,2.833,59511,58870,Construction,Specialised construction activities,0.54982032,N/A,N/A
1639,Western Europe,Spain,1439919000,3.832,3.595,4.9,2.976,4992,59700,Human Health And Social Work Activities,Gambling and betting activities,1,N/A,N/A
2165,Northern America,United States of America,8300000000,3.261,3.619,3,2.929,126198,60378,Manufacturing,Manufacture of basic metals,0.131,N/A,N/A
2165,Northern America,United States of America,8300000000,3.261,3.619,3,2.929,126198,60378,Manufacturing,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.476,N/A,N/A
2165,Northern America,United States of America,8300000000,3.261,3.619,3,2.929,126198,60378,Manufacturing,Manufacture of other non-metallic mineral products,0.131,N/A,N/A
2165,Northern America,United States of America,8300000000,3.261,3.619,3,2.929,126198,60378,Manufacturing,"Manufacture of fabricated metal products, except machinery and equipment",0.262,N/A,N/A
3606,Western Europe,France,441000000,3.242,3.65,2.575,3.31,138437,61295,Manufacturing,Manufacture of other non-metallic mineral products,0.95455,N/A,N/A
3606,Western Europe,France,441000000,3.242,3.65,2.575,3.31,138437,61295,Manufacturing,"Manufacture of fabricated metal products, except machinery and equipment",0.04545,N/A,N/A
2377,Eastern Asia,Japan,725006000,2.792,3.5,2.926,1.357,1681,62624,Manufacturing,"Manufacture of computer, electronic and optical products",1,N/A,N/A
4225,Western Europe,United Kingdom of Great Britain and Northern Ireland,2972737000,3.258,4.043,2.83,2.357,412225,62720,Manufacturing,Manufacture of chemicals and chemical products,1,Other,Other
3468,Northern America,United States of America,1323649000,3.006,3.952,2.9,1.429,208797,63336,Manufacturing,"Manufacture of fabricated metal products, except machinery and equipment",1,N/A,N/A
2805,Northern America,United States of America,840400000,3.376,3.94,2.981,2.833,36538,65205,Manufacturing,Manufacture of chemicals and chemical products,0.8059,N/A,N/A
2805,Northern America,United States of America,840400000,3.376,3.94,2.981,2.833,36538,65205,Manufacturing,Manufacture of basic metals,0.1941,N/A,N/A
3337,Northern America,United States of America,5636523000,3.185,3.8,3.25,2,39516,66078,Manufacturing,Manufacture of wearing apparel,1,Raw materials,Raw materials
3337,Northern America,United States of America,5636523000,3.185,3.8,3.25,2,39516,66078,Manufacturing,Manufacture of wearing apparel,1,End-use,End-use
3337,Northern America,United States of America,5636523000,3.185,3.8,3.25,2,39516,66078,Manufacturing,Manufacture of wearing apparel,1,Operation,Operation
1768,Northern America,Canada,44500000000,3.38,3.999,3.9,1.643,128994,66114,Accommodation And Food Service Activities,Food and beverage service activities,1,Other,Other
2215,Northern America,United States of America,4790000000,2.774,3.806,1.992,1.857,51517,67484,Manufacturing,Manufacture of chemicals and chemical products,0.571696932,Manufacturing,Manufacturing
2215,Northern America,United States of America,4790000000,2.774,3.806,1.992,1.857,51517,67484,Manufacturing,Manufacture of chemicals and chemical products,0.571696932,Other,Other
2215,Northern America,United States of America,4790000000,2.774,3.806,1.992,1.857,51517,67484,Manufacturing,"Manufacture of computer, electronic and optical products",0.428303068,Manufacturing,Manufacturing
2215,Northern America,United States of America,4790000000,2.774,3.806,1.992,1.857,51517,67484,Manufacturing,"Manufacture of computer, electronic and optical products",0.428303068,Other,Other
2889,Western Europe,Netherlands,856263000,3.388,3.9,3.5,2.333,36217,67558,Accommodation And Food Service Activities,Accommodation,1,N/A,N/A
3345,Northern America,United States of America,607851000,3.144,3.44,2.96,2.833,4972,68798,Manufacturing,Manufacture of rubber and plastic products,0.98,Raw materials,Raw materials
3345,Northern America,United States of America,607851000,3.144,3.44,2.96,2.833,4972,68798,Manufacturing,Manufacture of rubber and plastic products,0.98,Operation,Operation
3345,Northern America,United States of America,607851000,3.144,3.44,2.96,2.833,4972,68798,"Water Supply; Sewerage, Waste Management And Remediation Activities","Waste collection, recovery and disposal activities",0.02,Raw materials,Raw materials
3345,Northern America,United States of America,607851000,3.144,3.44,2.96,2.833,4972,68798,"Water Supply; Sewerage, Waste Management And Remediation Activities","Waste collection, recovery and disposal activities",0.02,Operation,Operation
1406,Western Europe,Netherlands,2940000000,3.019,3.65,2.803,2.143,127587,69470,Manufacturing,Other manufacturing,1,Other,Other
1406,Western Europe,Netherlands,2940000000,3.019,3.65,2.803,2.143,127587,69470,Manufacturing,Other manufacturing,1,Operation,Operation
1954,Northern America,United States of America,6269305000,3.661,4.888,2.905,2.357,65760.4,70023.7,Manufacturing,Manufacture of machinery and equipment n.e.c.,1,N/A,N/A
1973,Northern America,United States of America,1920000000,3.569,4.25,3,3.024,70259,70666,Manufacturing,"Repair, maintenance and installation of machinery and equipment",0.333333333,N/A,N/A
1973,Northern America,United States of America,1920000000,3.569,4.25,3,3.024,70259,70666,Accommodation And Food Service Activities,Accommodation,0.333333333,N/A,N/A
1973,Northern America,United States of America,1920000000,3.569,4.25,3,3.024,70259,70666,Human Health And Social Work Activities,Sports activities and amusement and recreation activities,0.333333333,N/A,N/A
3564,Northern America,United States of America,823265000,3.07,3.213,2.893,3.024,3542,72532,Manufacturing,Manufacture of rubber and plastic products,0.5,Raw materials,Raw materials
3564,Northern America,United States of America,823265000,3.07,3.213,2.893,3.024,3542,72532,Manufacturing,Other manufacturing,0.5,Raw materials,Raw materials
2216,Northern America,United States of America,3142800000,3.037,3.79,2.89,1.857,33384,72976,Manufacturing,Manufacture of chemicals and chemical products,1,Operation,Operation
1493,Northern America,United States of America,2890000000,3.088,3.962,2.802,1.857,30424,73210,Manufacturing,Manufacture of textiles,0.072451218,End-use,End-use
1493,Northern America,United States of America,2890000000,3.088,3.962,2.802,1.857,30424,73210,Manufacturing,Manufacture of chemicals and chemical products,0.144902436,End-use,End-use
1493,Northern America,United States of America,2890000000,3.088,3.962,2.802,1.857,30424,73210,Manufacturing,Manufacture of electrical equipment,0.782646346,End-use,End-use
10039,Western Europe,United Kingdom of Great Britain and Northern Ireland,2060000000,3.414,4,3,2.857,23678,73649,Human Health And Social Work Activities,Sports activities and amusement and recreation activities,1,Other,Other
1063,Western Europe,Portugal,5142600000,2.727,2.54,2.203,3.69,31861,74807,Information and communication,Telecommunications,1,N/A,N/A
10695,Northern America,United States of America,8969351000,3.191,3.9,3,2.143,15854,75148,Wholesale And Retail Trade,Retail trade,1,Other,Other
2876,Northern America,United States of America,4655600000,2.842,3.75,2.181,2,68712,77715,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1,Other,Other
2041,Northern America,United States of America,4210000000,2.451,2.86,2.093,2.143,38175,79809,Manufacturing,Other manufacturing,0.164,Operation,Operation
2041,Northern America,United States of America,4210000000,2.451,2.86,2.093,2.143,38175,79809,Construction,Civil engineering,0.164,Operation,Operation
